SN,고객번호,우편번호,시도,시군구,동단위,나이,고객등급,고객등급코드,가입일자,가입기간, 수신 총잔액 , 신용대출한도 ,신용등급, 담보대출한도 ,년간 환전액,분기당 해외 송금액,스마트뱅킹 사용여부,폰뱅킹사용여부, 월소득 예상금액 ,인터넷뱅킹사용횟수, 인터넷뱅킹 사용 금액 ,가입점,교육정도코드,교육정도,종교코드,종교,직업종류코드,직업종류,혼인여부,주택소유여부
B9151,29232609,5729,서울,영등포구,신길6동,55,패밀리,0,2007-09-19,10,"13,394","914,200,000",3,"1,828,400,000",0,0,n,n,"1,492,661",26,"23,352,000",영업점,3,대퇴,1,불교,0,NULL,사실혼,자가소유
B9152,29233835,33438,경북,포항시,송도동,70,패밀리,0,2006-03-12,12,"405,836","127,900,000",4,"255,800,000",0,0,y,n,"21,667",0, - ,pb센터,2,고졸,1,불교,8,무직,사실혼,전세
B9153,29236365,12,NULL,NULL,NULL,67,패밀리,0,2001-07-05,17,"237,865","13,300,000",5,"26,600,000",0,0,n,n,"8,023,333",13,"14,508,000",영업점,3,대퇴,2,기독교,3,자영업,이혼,전세
B9154,29236505,996,서울,강북구,미아8동,61,패밀리,0,2002-11-01,15,"80,913","7,100,000",6,"14,200,000",0,0,n,n,"8,024,167",21,"20,268,000",pb센터,4,학사,1,불교,3,자영업,이혼,전세
B9155,29236587,20336,경기,고양시,풍동,75,패밀리,0,2006-10-04,11,"507,147","51,400,000",3,"102,800,000",0,0,n,n,"5,025,000",17,"5,364,000",영업점,4,학사,1,불교,4,계열사직원,사실혼,가족소유
B9156,29236623,129200,경남,창원시,반림동,64,패밀리,0,2002-01-19,16,"557,839","1,600,000",7,"3,200,000",0,0,y,n,"5,934,483",0, - ,영업점,4,학사,4,카톨릭,1,회사원,재혼,전세
B9157,29237250,35054,경북,의성군,가음면,67,패밀리,0,2002-06-04,16,"749,601","331,600,000",3,"663,200,000",0,0,n,n,"1,026,667",0, - ,영업점,5,석사,1,불교,6,주부,재혼,자가소유
B9158,29238654,15386,광주,서구,금호동,62,골드,2,2004-03-30,14,"15,284,322","70,000,000",3,"140,000,000",0,0,n,n,"8,028,333",39,"5,964,000",영업점,2,고졸,4,카톨릭,3,자영업,사실혼,가족소유
B9159,29239848,20199,경기,고양시,일산3동,57,패밀리,0,2006-01-04,12,"424,493","208,400,000",4,"416,800,000",0,0,n,n,"29,167",0, - ,영업점,5,석사,1,불교,8,무직,사별,월세
B9160,29244224,36199,전남,목포시,상동,40,실버,1,2001-04-03,17,"4,457,063","13,800,000",7,"27,600,000",0,0,n,n,"3,958,479",0, - ,영업점,4,학사,1,불교,7,학생,기혼,가족소유
B9161,29246804,25844,경기,파주시,월롱면,45,패밀리,0,2003-04-28,15,"384,702","40,100,000",3,"80,200,000",0,0,n,n,"8,031,667",38,"17,724,000",영업점,2,고졸,4,카톨릭,3,자영업,기혼,자가소유
B9162,29248348,13806,인천,부평구,부평동,68,패밀리,0,2004-03-25,14,"758,541","14,200,000",8,"28,400,000",0,0,n,n,"33,333",0, - ,pb센터,4,학사,1,불교,8,무직,사실혼,가족소유
B9163,29250266,17617,강원,삼척시,교동,73,실버,1,2001-12-26,16,"9,840,581","6,600,000",7,"13,200,000",0,0,n,n,"1,034,167",18,"13,272,000",영업점,3,대퇴,6,천도교,6,주부,비혼,가족소유
B9164,29251308,16547,울산,남구,무거2동,47,골드,2,2009-12-13,8,"29,233,849","181,100,000",4,"362,200,000",0,0,n,n,"35,000",0, - ,영업점,6,박사,4,카톨릭,8,무직,재혼,월세
B9165,29255386,48578,경기,고양시,풍동,36,패밀리,0,2006-01-15,12,"968,876","92,700,000",6,"185,400,000",0,0,y,n,"36,667",17,"1,392,000",영업점,4,학사,1,불교,0,NULL,사실혼,월세
B9166,29255442,5066,서울,송파구,가락동,50,패밀리,0,2005-02-07,13,"216,903","100,200,000",6,"200,400,000",0,0,y,n,"2,529,729",0, - ,영업점,6,박사,2,기독교,0,NULL,사실혼,가족소유
B9167,29256142,25767,경기,파주시,법원읍,47,실버,1,2003-10-21,14,"9,810,941","6,400,000",5,"12,800,000",2300000,0,n,n,"9,314,940",27,"4,932,000",콜센터,4,학사,2,기독교,3,자영업,사별,자가소유
B9168,29258641,4013,서울,서대문구,북가좌2동,65,패밀리,0,2007-09-27,10,"166,137","12,400,000",5,"24,800,000",0,0,n,n,"8,037,500",29,"16,404,000",영업점,3,대퇴,4,카톨릭,3,자영업,재혼,자가소유
B9169,29261138,42139,전북,임실군,성수면,53,골드,2,2004-05-08,14,"20,223,331","6,700,000",4,"13,400,000",0,0,y,n,"10,190,748",0, - ,영업점,3,대퇴,4,카톨릭,3,자영업,사별,자가소유
B9170,29262097,48386,경기,고양시,성석동,44,패밀리,0,2007-10-24,10,"414,543","8,800,000",9,"17,600,000",0,0,n,n,"38,333",0, - ,영업점,5,석사,4,카톨릭,0,NULL,비혼,자가소유
B9171,29262641,3343,서울,동대문구,전농3동,79,패밀리,0,2001-10-15,16,"713,180","293,900,000",4,"587,800,000",0,0,n,n,"40,000",0, - ,pb센터,4,학사,2,기독교,0,NULL,재혼,월세
B9172,29263678,48580,경기,고양시,마두동,73,실버,1,2007-03-08,11,"8,199,179","11,200,000",7,"22,400,000",146500000,36625000,n,n,"1,040,833",25,"21,312,000",영업점,5,석사,3,무교,7,학생,사별,가족소유
B9173,29272556,26787,경기,가평군,가평읍,45,골드,2,2008-03-21,10,"19,345,666","32,000,000",7,"64,000,000",0,0,n,n,"1,019,183",0, - ,영업점,2,고졸,4,카톨릭,0,NULL,기혼,가족소유
B9174,29274392,48478,경기,고양시,일산1동,49,패밀리,0,2009-11-15,8,"569,038","3,700,000",9,"7,400,000",0,0,n,n,"4,859,172",0, - ,영업점,5,석사,2,기독교,7,학생,비혼,전세
B9175,29276978,35667,경북,칠곡군,북삼읍,61,패밀리,0,2005-08-04,12,"225,168","439,100,000",3,"878,200,000",0,0,n,n,"42,500",0, - ,영업점,2,고졸,1,불교,8,무직,이혼,가족소유
B9176,29279723,9776,부산,연제구,거제1동,23,패밀리,0,2005-11-23,12,"391,954","618,200,000",3,"1,236,400,000",0,0,n,n,"45,833",0, - ,영업점,3,대퇴,1,불교,0,NULL,재혼,가족소유
B9177,29280726,17246,강원,강릉시,교1동,43,실버,1,2007-03-28,11,"2,697,605","5,700,000",7,"11,400,000",0,0,n,n,"1,046,667",0, - ,콜센터,4,학사,3,무교,6,주부,재혼,전세
B9178,29283548,16412,대전,중구,선화동,65,실버,1,2012-02-22,6,"4,964,953","80,600,000",3,"161,200,000",0,0,n,n,"10,963,938",33,"23,148,000",영업점,5,석사,2,기독교,3,자영업,재혼,전세
B9179,29289919,33537,경북,포항시,오천읍,57,실버,1,2003-04-02,15,"7,663,269","53,900,000",3,"107,800,000",7000000,0,n,n,"8,049,167",39,"20,532,000",영업점,4,학사,1,불교,3,자영업,이혼,가족소유
B9180,29290067,16676,울산,남구,신정5동,62,패밀리,0,2002-08-18,15,"536,476","152,200,000",4,"304,400,000",0,0,y,n,"50,000",0, - ,영업점,3,대퇴,9,원불교,8,무직,사별,자가소유
B9181,29292256,20123,경기,고양시,백석동,53,패밀리,0,2007-03-05,11,"456,006","10,700,000",9,"21,400,000",0,0,n,n,"52,500",22,"19,128,000",영업점,2,고졸,4,카톨릭,8,무직,기혼,월세
B9182,29292397,20093,경기,고양시,마두2동,41,패밀리,0,2005-12-12,12,"587,657","5,800,000",9,"11,600,000",0,0,y,n,"1,512,774",40,"2,616,000",영업점,4,학사,2,기독교,0,NULL,비혼,전세
B9183,29292456,2,NULL,NULL,NULL,60,실버,1,2007-04-18,11,"3,863,220","3,700,000",9,"7,400,000",0,0,n,n,"5,460,728",33,"18,852,000",콜센터,4,학사,1,불교,8,무직,이혼,가족소유
B9184,29293165,16393,대전,중구,석교동,36,패밀리,0,2005-03-29,13,"415,923","35,700,000",4,"71,400,000",0,0,n,n,"8,053,333",0, - ,영업점,4,학사,1,불교,3,자영업,사실혼,자가소유
B9185,29294335,32710,경북,안동시,길안면,64,패밀리,0,2008-04-27,10,"544,577","11,900,000",8,"23,800,000",0,0,y,n,"1,055,000",18,"22,836,000",영업점,3,대퇴,4,카톨릭,7,학생,기혼,가족소유
B9186,29297440,1,NULL,NULL,NULL,70,플래티늄,3,2009-06-03,9,"555,726,925","611,500,000",2,"1,223,000,000",0,0,n,n,"1,937,804",0, - ,영업점,1,기타,1,불교,6,주부,이혼,월세
B9187,29297519,3298,서울,동대문구,장안1동,69,골드,2,2003-11-27,14,"25,848,089","10,400,000",4,"20,800,000",0,0,n,n,"8,055,833",13,"1,020,000",영업점,2,고졸,2,기독교,3,자영업,기혼,자가소유
B9188,29299415,33741,경북,포항시,죽도2동,41,실버,1,2004-03-16,14,"6,929,581","12,900,000",7,"25,800,000",0,0,n,n,"1,057,500",0, - ,pb센터,4,학사,2,기독교,7,학생,이혼,월세
B9189,29305097,23441,경기,안산시,성곡동,67,실버,1,2010-01-17,8,"5,747,733","61,000,000",4,"122,000,000",0,0,y,n,"4,189,241",0, - ,영업점,4,학사,1,불교,6,주부,이혼,자가소유
B9190,29306393,20336,경기,고양시,풍동,53,패밀리,0,2001-07-18,16,"703,136","59,000,000",3,"118,000,000",0,0,n,n,"5,058,333",32,"1,704,000",영업점,9,NULL,1,불교,4,계열사직원,비혼,가족소유
B9191,29306726,25742,경기,파주시,법원읍,29,골드,2,2002-07-29,15,"21,994,884","884,500,000",3,"1,769,000,000",0,0,n,n,"2,931,991",0, - ,pb센터,9,NULL,9,원불교,0,NULL,이혼,월세
B9192,29307615,37191,전남,고흥군,봉래면,58,패밀리,0,2001-06-01,17,"36,422","112,600,000",3,"225,200,000",0,0,n,n,"8,059,167",0, - ,pb센터,4,학사,2,기독교,3,자영업,사실혼,전세
B9193,29309334,14839,광주,남구,진월동,53,플래티늄,3,2003-06-17,15,"103,460,730","6,200,000",3,"12,400,000",0,0,n,n,"8,061,667",0, - ,pb센터,4,학사,1,불교,3,자영업,비혼,월세
B9194,29312995,45312,충남,예산군,덕산면,63,패밀리,0,2012-07-26,5,"595,780","43,900,000",6,"87,800,000",0,0,n,n,"1,062,500",0, - ,영업점,4,학사,2,기독교,7,학생,이혼,월세
B9195,29314799,2,NULL,NULL,NULL,69,패밀리,0,2002-10-31,15,"550,433","15,700,000",6,"31,400,000",0,0,n,n,"1,063,333",38,"22,416,000",영업점,2,고졸,1,불교,6,주부,사실혼,자가소유
B9196,29316703,1427,서울,강서구,화곡7동,54,실버,1,2009-07-20,8,"4,725,794","17,200,000",6,"34,400,000",0,0,n,n,"4,451,642",11,"15,780,000",영업점,4,학사,3,무교,6,주부,사별,자가소유
B9197,29317463,48547,경기,고양시,주엽동,63,패밀리,0,2003-12-13,14,"917,127","14,100,000",4,"28,200,000",0,0,n,n,"8,064,167",25,"3,600,000",영업점,4,학사,1,불교,3,자영업,이혼,전세
B9198,29318983,25326,경기,의정부시,호원동,73,골드,2,2003-04-28,15,"10,268,975","31,200,000",3,"62,400,000",0,0,n,n,"7,065,000",22,"8,232,000",영업점,5,석사,2,기독교,2,전문직,이혼,자가소유
B9199,29321665,31,NULL,NULL,NULL,12,패밀리,0,2002-05-20,16,"569,174","12,700,000",6,"25,400,000",0,0,n,n,"10,642,018",0, - ,영업점,3,대퇴,1,불교,6,주부,사실혼,전세
B9200,29322138,19876,경기,고양시,성사2동,54,실버,1,2010-01-04,8,"4,147,948","7,200,000",9,"14,400,000",0,0,y,n,"65,833",0, - ,pb센터,3,대퇴,1,불교,0,NULL,이혼,가족소유
B9201,29328193,20013,경기,고양시,가좌동,47,패밀리,0,2003-01-28,15,"532,698","8,000,000",9,"16,000,000",0,0,n,n,"66,667",23,"7,992,000",영업점,9,NULL,1,불교,8,무직,사별,월세
B9202,29328715,12,NULL,NULL,NULL,45,패밀리,0,2003-06-07,15,"255,876","2,000,000",9,"4,000,000",0,0,n,n,"2,065,068",0, - ,영업점,4,학사,1,불교,6,주부,기혼,자가소유
B9203,29340184,45747,충남,홍성군,서부면,77,패밀리,0,2003-05-30,15,"278,031","3,100,000",6,"6,200,000",0,0,n,n,"5,070,000",0, - ,pb센터,6,박사,4,카톨릭,4,계열사직원,사실혼,전세
B9204,29340424,4316,서울,서초구,방배동,73,플래티늄,3,2005-03-22,13,"713,154,700","5,700,000",3,"11,400,000",1900000,475000,n,n,"2,292,652",40,"2,208,000",영업점,4,학사,2,기독교,7,학생,기혼,자가소유
B9205,29340564,20013,경기,고양시,가좌동,75,패밀리,0,2002-05-29,16,"608,859","816,900,000",3,"1,633,800,000",0,0,n,n,"2,420,705",0, - ,영업점,9,NULL,9,원불교,0,NULL,사실혼,월세
B9206,29343579,23116,경기,시흥시,대야동,48,패밀리,0,2005-11-27,12,"291,884","3,500,000",8,"7,000,000",0,0,n,n,"1,072,500",37,"10,620,000",pb센터,2,고졸,1,불교,6,주부,사별,전세
B9207,29344627,129226,경남,창원시,사림동,49,패밀리,0,2002-01-30,16,"964,855","63,600,000",3,"127,200,000",0,0,n,n,"7,073,333",0, - ,영업점,2,고졸,4,카톨릭,2,전문직,기혼,전세
B9208,29345938,19064,강원,인제군,서화면,51,패밀리,0,2005-01-14,13,"920,957","183,700,000",3,"367,400,000",0,0,n,n,"1,074,167",39,"8,856,000",영업점,2,고졸,1,불교,6,주부,기혼,전세
B9209,29346701,300,서울,강남구,삼성동,37,패밀리,0,2008-09-09,9,"260,493","168,000,000",2,"336,000,000",0,0,n,n,"3,075,000",0, - ,영업점,5,석사,1,불교,1,회사원,사실혼,자가소유
B9210,29350341,38946,전남,진도군,진도읍,62,패밀리,0,2005-12-01,12,"839,529","13,900,000",9,"27,800,000",0,0,n,n,"76,667",32,"20,952,000",영업점,4,학사,4,카톨릭,0,NULL,사실혼,전세
B9211,29352126,48478,경기,고양시,일산1동,44,패밀리,0,2002-08-20,15,"722,979","15,100,000",4,"30,200,000",0,0,n,n,"4,022,204",39,"16,632,000",영업점,2,고졸,1,불교,1,회사원,기혼,전세
B9212,29359022,22,NULL,NULL,NULL,65,패밀리,0,2006-08-09,11,"344,931","595,300,000",3,"1,190,600,000",0,0,n,n,"1,080,000",0, - ,영업점,4,학사,1,불교,7,학생,기혼,월세
B9213,29359454,15777,대전,동구,가양1동,24,골드,2,2003-04-29,15,"13,120,810","266,800,000",3,"533,600,000",0,0,y,n,"4,810,844",0, - ,영업점,4,학사,2,기독교,6,주부,기혼,자가소유
B9214,29359946,14208,인천,중구,운남동,74,패밀리,0,2006-06-21,12,"962,642","36,900,000",7,"73,800,000",0,0,n,n,"3,834,171",36,"16,176,000",영업점,3,대퇴,4,카톨릭,8,무직,재혼,전세
B9215,29363548,5428,서울,양천구,목3동,15,실버,1,2003-05-20,15,"4,351,079","298,000,000",3,"596,000,000",0,0,n,n,"1,080,833",0, - ,영업점,3,대퇴,1,불교,6,주부,기혼,월세
B9216,29363615,25645,경기,파주시,금촌동,72,실버,1,2004-12-05,13,"2,026,520","63,200,000",7,"126,400,000",7600000,0,n,n,"1,577,378",39,"20,424,000",콜센터,2,고졸,1,불교,0,NULL,사실혼,월세
B9217,29363965,43176,충남,논산시,노성면,52,패밀리,0,2008-04-28,10,"174,535","24,400,000",5,"48,800,000",0,0,n,n,"1,082,500",0, - ,영업점,2,고졸,2,기독교,6,주부,이혼,가족소유
B9218,29365539,44477,충남,당진군,합덕읍,62,패밀리,0,2006-03-28,12,"204,046","79,300,000",3,"158,600,000",0,0,y,n,"8,008,333",0, - ,영업점,2,고졸,1,불교,3,자영업,기혼,가족소유
B9219,29373530,2,NULL,NULL,NULL,39,패밀리,0,2006-06-21,12,"218,560","713,300,000",2,"1,426,600,000",0,0,n,n,"1,012,500",0, - ,영업점,2,고졸,1,불교,6,주부,사실혼,자가소유
B9220,29377144,2309,서울,구로구,신도림동,22,패밀리,0,2007-06-26,11,"985,418","49,000,000",7,"98,000,000",0,0,y,n,"14,167",36,"14,388,000",영업점,6,박사,2,기독교,0,NULL,기혼,자가소유
B9221,29378059,32,NULL,NULL,NULL,52,패밀리,0,2008-04-13,10,"549,451","28,200,000",4,"56,400,000",0,0,n,n,"8,015,000",0, - ,pb센터,2,고졸,4,카톨릭,3,자영업,이혼,월세
B9222,29379484,11,NULL,NULL,NULL,28,패밀리,0,2003-01-14,15,"35,087","34,200,000",4,"68,400,000",0,0,y,n,"8,015,833",0, - ,pb센터,5,석사,2,기독교,3,자영업,사별,월세
B9223,29380758,27451,경남,거제시,신현읍,41,실버,1,2006-04-18,12,"1,493,986","40,900,000",3,"81,800,000",0,0,n,n,"7,016,667",0, - ,영업점,6,박사,2,기독교,2,전문직,재혼,전세
B9224,29382138,43239,충남,논산시,양촌면,42,골드,2,2005-09-26,12,"10,381,951","141,400,000",3,"282,800,000",0,0,n,n,"1,017,500",0, - ,영업점,3,대퇴,1,불교,6,주부,비혼,가족소유
B9225,29382961,2669,서울,노원구,상계8동,67,플래티늄,3,2007-04-17,11,"150,594,527","41,100,000",3,"82,200,000",0,0,n,n,"1,019,167",20,"18,480,000",콜센터,2,고졸,9,원불교,6,주부,사실혼,자가소유
B9226,29383230,4905,서울,성북구,정릉2동,67,패밀리,0,2002-03-06,16,"48,765","41,300,000",3,"82,600,000",127400000,0,n,n,"4,813,150",0, - ,영업점,5,석사,1,불교,1,회사원,사실혼,전세
B9227,29384357,13852,인천,부평구,산곡4동,26,패밀리,0,2003-09-04,14,"713,583","46,100,000",3,"92,200,000",0,0,y,n,"10,169,741",39,"20,928,000",영업점,1,기타,1,불교,3,자영업,사실혼,가족소유
B9228,29384537,42795,제주,북제주군,추자면,52,실버,1,2003-10-12,14,"6,778,384","4,700,000",6,"9,400,000",0,0,n,n,"10,293,079",18,"15,048,000",영업점,4,학사,1,불교,3,자영업,사별,가족소유
B9229,29384707,48580,경기,고양시,마두동,45,패밀리,0,2004-08-19,13,"673,905","32,800,000",4,"65,600,000",0,0,n,n,"1,020,000",26,"18,564,000",pb센터,6,박사,1,불교,6,주부,재혼,가족소유
B9230,29386658,23577,경기,안산시,사동,71,실버,1,2001-11-28,16,"8,284,551","56,800,000",3,"113,600,000",0,0,y,n,"15,271,554",23,"15,264,000",pb센터,1,기타,4,카톨릭,3,자영업,사실혼,전세
B9231,29387218,12,NULL,NULL,NULL,40,패밀리,0,2002-11-20,15,"474,985","56,000,000",3,"112,000,000",0,0,n,n,"9,052,031",14,"20,208,000",영업점,4,학사,4,카톨릭,3,자영업,기혼,전세
B9232,29387441,26033,경기,평택시,지산동,49,실버,1,2005-01-10,13,"4,737,773","1,400,000",7,"2,800,000",0,0,n,n,"9,206,803",16,"4,428,000",콜센터,4,학사,3,무교,3,자영업,이혼,자가소유
B9233,29388205,3869,서울,마포구,성산1동,72,골드,2,2002-09-04,15,"17,285,486","13,100,000",4,"26,200,000",0,0,n,n,"8,020,833",15,"7,740,000",영업점,5,석사,1,불교,3,자영업,사실혼,월세
B9234,29388822,19877,경기,고양시,성사동,70,패밀리,0,2005-11-21,12,"123,767","162,100,000",3,"324,200,000",0,0,n,n,"8,021,667",0, - ,pb센터,2,고졸,2,기독교,3,자영업,이혼,전세
B9235,29389178,19877,경기,고양시,성사동,54,패밀리,0,2004-10-12,13,"955,552","650,800,000",1,"1,301,600,000",0,0,n,n,"5,782,550",39,"14,448,000",영업점,5,석사,1,불교,1,회사원,사실혼,자가소유
B9236,29391697,16832,울산,북구,달천동,61,골드,2,2002-10-07,15,"23,696,314","645,700,000",1,"1,291,400,000",0,0,n,n,"8,023,333",16,"23,052,000",영업점,2,고졸,4,카톨릭,3,자영업,재혼,월세
B9237,29396950,27331,경기,연천군,전곡읍,71,패밀리,0,2007-01-15,11,"850,306","13,000,000",8,"26,000,000",0,0,n,n,"25,833",40,"1,056,000",영업점,4,학사,2,기독교,8,무직,사실혼,월세
B9238,29398586,21710,경기,동두천시,생연동,55,실버,1,2012-04-25,6,"9,017,941","3,900,000",5,"7,800,000",0,0,n,n,"5,026,667",25,"9,336,000",영업점,4,학사,4,카톨릭,4,계열사직원,이혼,자가소유
B9239,29399662,6458,서울,은평구,응암1동,26,패밀리,0,2007-05-23,11,"679,421","6,200,000",8,"12,400,000",0,0,n,n,"1,027,500",0, - ,영업점,4,학사,1,불교,7,학생,기혼,월세
B9240,29401965,6590,서울,종로구,명륜동4가,68,골드,2,2004-10-31,13,"16,471,744","22,800,000",5,"45,600,000",0,0,n,n,"6,135,433",27,"9,516,000",콜센터,3,대퇴,4,카톨릭,6,주부,재혼,월세
B9241,29402394,48046,충북,청원군,옥산면,51,골드,2,2002-09-22,15,"27,586,243","4,200,000",5,"8,400,000",0,0,n,n,"8,028,333",28,"23,808,000",영업점,4,학사,2,기독교,3,자영업,이혼,자가소유
B9242,29402905,13,NULL,NULL,NULL,52,패밀리,0,2008-04-14,10,"859,435","80,700,000",4,"161,400,000",0,0,n,n,"1,029,167",0, - ,pb센터,4,학사,4,카톨릭,6,주부,사실혼,가족소유
B9243,29404125,24048,경기,안양시,호계1동,52,실버,1,2006-10-31,11,"8,795,231","29,900,000",7,"59,800,000",0,0,n,n,"30,000",29,"10,068,000",영업점,2,고졸,4,카톨릭,8,무직,이혼,자가소유
B9244,29406112,25326,경기,의정부시,호원동,48,실버,1,2004-05-10,14,"9,719,118","1,500,000",10,"3,000,000",0,0,n,n,"30,833",0, - ,영업점,4,학사,2,기독교,0,NULL,사실혼,전세
B9245,29407888,4401,서울,서초구,서초동,73,패밀리,0,2003-03-02,15,"174,946","420,800,000",2,"841,600,000",0,0,n,n,"8,031,667",0, - ,콜센터,2,고졸,4,카톨릭,3,자영업,비혼,자가소유
B9246,29409537,13891,인천,부평구,십정1동,40,실버,1,2003-04-28,15,"1,092,855","39,900,000",7,"79,800,000",0,0,n,n,"32,500",0, - ,영업점,9,NULL,9,원불교,0,NULL,이혼,자가소유
B9247,29411977,20020,경기,고양시,대화동,33,실버,1,2004-07-07,14,"5,442,962","11,600,000",5,"23,200,000",0,0,n,n,"8,033,333",0, - ,영업점,5,석사,2,기독교,3,자영업,비혼,전세
B9248,29414417,5298,서울,송파구,잠실7동,62,골드,2,2006-02-20,12,"12,215,092","347,500,000",4,"695,000,000",0,0,y,n,"34,167",0, - ,콜센터,2,고졸,1,불교,0,NULL,기혼,가족소유
B9249,29416986,36228,전남,목포시,연산동,43,실버,1,2007-03-08,11,"5,236,634","12,100,000",6,"24,200,000",0,0,n,n,"2,614,147",12,"7,368,000",영업점,4,학사,1,불교,6,주부,기혼,가족소유
B9250,29422956,41836,전북,순창군,복흥면,68,패밀리,0,2004-07-31,13,"850,874","175,100,000",2,"350,200,000",0,0,n,n,"8,038,333",29,"11,856,000",영업점,1,기타,1,불교,3,자영업,사별,자가소유
B9251,29428072,51,NULL,NULL,NULL,44,실버,1,2010-01-22,8,"2,173,849","3,700,000",10,"7,400,000",0,0,n,n,"936,119",26,"21,432,000",영업점,3,대퇴,1,불교,0,NULL,사별,자가소유
B9252,29428837,4192,서울,서대문구,홍제4동,62,패밀리,0,2002-07-15,15,"244,133","262,900,000",3,"525,800,000",0,0,y,n,"1,040,000",0, - ,영업점,5,석사,4,카톨릭,6,주부,기혼,월세
B9253,29431271,1189,서울,강서구,가양3동,66,패밀리,0,2004-05-10,14,"804,609","418,900,000",3,"837,800,000",0,0,y,n,"1,018,483",0, - ,영업점,2,고졸,4,카톨릭,8,무직,사실혼,월세
B9254,29432482,5468,서울,양천구,신월2동,64,패밀리,0,2006-08-29,11,"764,558","17,400,000",8,"34,800,000",161900000,0,n,n,"42,500",23,"5,712,000",영업점,5,석사,4,카톨릭,9,기타,비혼,가족소유
B9255,29432962,41072,전북,전주시,효자동1가,56,패밀리,0,2003-12-21,14,"619,901","112,700,000",4,"225,400,000",0,0,n,n,"1,043,333",25,"18,216,000",pb센터,4,학사,2,기독교,7,학생,재혼,자가소유
B9256,29433836,21241,경기,김포시,하성면,20,골드,2,2005-02-17,13,"26,327,094","80,600,000",4,"161,200,000",0,0,n,n,"1,045,000",33,"1,356,000",영업점,7,해외유학,2,기독교,7,학생,비혼,자가소유
B9257,29440080,23604,경기,안산시,이동,37,패밀리,0,2008-02-13,10,"835,915","17,500,000",8,"35,000,000",0,0,n,n,"2,568,578",0, - ,콜센터,3,대퇴,4,카톨릭,0,NULL,사실혼,자가소유
B9258,29441420,3544,서울,동작구,사당동,53,패밀리,0,2006-08-07,11,"668,736","159,400,000",3,"318,800,000",0,0,n,n,"5,722,983",0, - ,영업점,4,학사,1,불교,6,주부,사별,가족소유
B9259,29444328,33477,경북,포항시,해도1동,44,골드,2,2009-08-13,8,"23,952,825","29,500,000",4,"59,000,000",0,0,n,n,"4,844,334",0, - ,영업점,4,학사,4,카톨릭,6,주부,기혼,전세
B9260,29447301,,NULL,NULL,NULL,58,패밀리,0,2002-04-25,16,"763,855","15,000,000",7,"30,000,000",0,0,n,n,"1,050,000",0, - ,pb센터,4,학사,1,불교,7,학생,사별,월세
B9261,29448460,42504,제주,제주시,삼도1동,31,실버,1,2006-04-17,12,"2,983,874","19,300,000",6,"38,600,000",0,0,n,y,"1,051,667",24,"888,000",영업점,4,학사,1,불교,6,주부,비혼,전세
B9262,29453870,,NULL,NULL,NULL,68,패밀리,0,2002-12-09,15,"588,707","42,600,000",3,"85,200,000",0,0,n,n,"3,052,500",0, - ,영업점,9,NULL,1,불교,1,회사원,비혼,자가소유
B9263,29456146,23534,경기,안산시,본오동,52,패밀리,0,2005-01-14,13,"126,508","947,200,000",1,"1,894,400,000",0,0,n,n,"8,053,333",23,"1,032,000",영업점,4,학사,3,무교,3,자영업,이혼,월세
B9264,29457055,48580,경기,고양시,마두동,46,실버,1,2005-07-08,13,"7,328,826","4,800,000",5,"9,600,000",0,0,n,y,"5,054,167",0, - ,영업점,4,학사,1,불교,4,계열사직원,재혼,자가소유
B9265,29458930,2,NULL,NULL,NULL,60,패밀리,0,2004-08-06,13,"766,757","367,400,000",3,"734,800,000",0,0,n,n,"1,654,189",38,"2,616,000",영업점,2,고졸,1,불교,8,무직,이혼,월세
B9266,29460492,20010,경기,고양시,가좌동,50,패밀리,0,2004-12-30,13,"655,099","12,100,000",5,"24,200,000",0,0,n,n,"8,055,000",0, - ,영업점,4,학사,2,기독교,3,자영업,재혼,월세
B9267,29462605,48524,경기,고양시,주엽1동,62,실버,1,2001-12-05,16,"1,146,697","13,200,000",7,"26,400,000",0,0,n,n,"1,055,833",0, - ,콜센터,2,고졸,3,무교,7,학생,비혼,자가소유
B9268,29463456,23084,경기,시흥시,거모동,46,패밀리,0,2007-10-10,10,"523,878","14,400,000",9,"28,800,000",0,0,n,n,"56,667",0, - ,영업점,2,고졸,1,불교,0,NULL,기혼,월세
B9269,29465533,5520,서울,양천구,신정1동,67,패밀리,0,2007-12-13,10,"718,195","387,800,000",3,"775,600,000",0,0,n,n,"57,500",0, - ,영업점,2,고졸,2,기독교,8,무직,사실혼,가족소유
B9270,29468272,26634,경기,화성시,서신면,64,플래티늄,3,2009-06-21,9,"547,860,148","2,900,000",4,"5,800,000",0,0,n,n,"2,744,785",0, - ,영업점,4,학사,1,불교,0,NULL,기혼,자가소유
B9271,29471898,4592,서울,성동구,성수동1가,58,패밀리,0,2002-11-04,15,"332,178","1,900,000",7,"3,800,000",0,0,n,n,"10,005,255",0, - ,영업점,3,대퇴,4,카톨릭,3,자영업,이혼,자가소유
B9272,29474404,24146,경기,안양시,석수3동,42,패밀리,0,2004-05-06,14,"138,894","5,100,000",6,"10,200,000",0,0,n,n,"4,682,961",0, - ,영업점,5,석사,2,기독교,1,회사원,사실혼,전세
